Index,affected_asn,affected_prefix,domain,edit_distance,end_time,event_id,event_type,prefix_list,start_time,status,suspicious_links,suspicious_links_nation,vp_count
783,31245,2001:4350:a000::/48,,305.1406293069522,1761613241000,ARES-HIJACK-1761612554-31245-2001:4350:a000::/48-AGGREGATED,Finish Path Hijack,2001:4350:a000::/48,1761612554000,Finish,3257;6939,US;US,2
784,24186,2401:b200:2026::/48,,354.51796115062086,1761615307000,ARES-HIJACK-1761611340-24186-2401:b200:2026::/48-AGGREGATED,Finish Path Hijack,2401:b200:2026::/48,1761611340000,Finish,9498;29632,IN;GI,2
785,37447,206.42.76.0/24,,1494.0591689803205,1761652837000,ARES-HIJACK-1761610994-37447-206.42.76.0/24-AGGREGATED,Finish Path Hijack,206.42.76.0/24,1761610994000,Finish,37273;20459,UG;NA,26
786,152194,210.56.52.0/24,anyuclothing.com;qwgg.com;carddress.com;ctmp88.com;feidavalve.com;uc618.com,197.4784713200732,1761611669000,ARES-HIJACK-1761610675-152194-210.56.52.0/24-AGGREGATED,Finish Path Hijack,210.56.52.0/24,1761610675000,Finish,152194;8966,HK;AE,2
787,196645,185.156.40.0/24,,1907.1558971514999,1761612794000,ARES-HIJACK-1761604394-196645-185.156.40.0/24-AGGREGATED,Finish Path Hijack,185.156.40.0/24,1761604394000,Finish,196645;174,UA;US,35
788,327885,196.249.91.0/24,,1203.5022725549081,1761605075000,ARES-HIJACK-1761603377-327885-196.249.91.0/24-AGGREGATED,Finish Path Hijack,196.249.91.0/24;196.249.103.0/24,1761603377000,Finish,58453;37133,HK;TZ,22
789,41484,31.25.0.0/24,,283.565045804827,1761595107000,ARES-HIJACK-1761576399-41484-31.25.0.0/24-AGGREGATED,Finish Path Hijack,31.25.0.0/24;31.25.0.0/23;31.25.1.0/24;31.25.4.0/24;31.25.5.0/24;31.25.6.0/24;31.25.7.0/24,1761576399000,Finish,41484;3216,GB;RU,1
790,37020,41.243.50.0/24,,368.44067316694156,1761575481000,ARES-HIJACK-1761575086-37020-41.243.50.0/24-AGGREGATED,Finish Path Hijack,41.243.50.0/24,1761575086000,Finish,36926;6939,KE;US,6
791,200590,84.252.158.0/24,noniserver.kz;alataucity.kz;dvigatel-yamz.kz;damubpm.kz;ex-group.kz;ex-in.kz;paydala.kz;econommarket.kz;k0lesa.kz;kaspiban.kz;nashgorod.kz;yandex-taxi-rabota.kz;elkom.kz;cstrike.kz;ex-opera.kz;nlshosting.kz;zeekr-01.kz;bapps.kz;okku.kz;exin.kz;rabota-voditel.kz;accessnet.kz;app-skif.kz;tnved.info;netcore.kz;s-3.dev;arlekin.kz;fc-almaty.kz;raafgroup.kz;ex-u.kz;yalo.kz;joinweb.kz;nash-gorod.kz;kwo.kz;voda-dostavka.kz;g00gle.kz;kassy.kz;almaty-zhastary.kz;meganet.kz;joingame.kz;shymsidecs.kz;sector.kz;ktl-avtovoz.kz;cenmart.uk;yandex-taxi-office.kz;nls.kz;blue-creature.com;asi-mart.kz;youtude.kz;onclinic.kz,251.23898248335885,1761576114000,ARES-HIJACK-1761574327-200590-84.252.158.0/24-AGGREGATED,Finish Path Hijack,84.252.158.0/24;188.94.152.0/24;79.143.20.0/24;82.115.60.0/24;87.255.195.0/24,1761574327000,Finish,35168;33891,KZ;DE,3
792,12360,185.39.108.0/23,,320.5488058183865,1761594602000,ARES-HIJACK-1761574186-12360-185.39.108.0/23-AGGREGATED,Finish Path Hijack,185.39.108.0/23,1761574186000,Finish,12360;1836,DE;CH,1
793,37020,41.243.50.0/24,,368.4408676232117,1761574082000,ARES-HIJACK-1761573493-37020-41.243.50.0/24-AGGREGATED,Finish Path Hijack,41.243.50.0/24,1761573493000,Finish,36926;6939,KE;US,6
794,18988,38.158.16.0/22,,393.01475504151887,1761594358000,ARES-HIJACK-1761572686-18988-38.158.16.0/22-AGGREGATED,Finish Path Hijack,38.158.16.0/22,1761572686000,Finish,18988;24482,CA;SG,1
795,327885,196.249.91.0/24,,1168.3037554182538,1761582028000,ARES-HIJACK-1761568899-327885-196.249.91.0/24-AGGREGATED,Finish Path Hijack,196.249.91.0/24;196.249.103.0/24,1761568899000,Finish,58453;37133,HK;TZ,22
796,28624,2804:3bc::/32,,168.82198284792995,1761586693000,ARES-HIJACK-1761566969-28624-2804:3bc::/32-AGGREGATED,Finish Path Hijack,2804:3bc::/32,1761566969000,Finish,28624;37721,BR;BF,2
797,49453,2a10:9100:8::/48,looking-for-sex.com,199.18810531753115,1761579117000,ARES-HIJACK-1761555011-49453-2a10:9100:8::/48-AGGREGATED,Finish Path Hijack,2a10:9100:8::/48;2a00:1678:1337::/48;2a00:1678:2470::/48;2a10:9100:4::/48,1761555011000,Finish,49453;29632,NL;GI,2
798,36913,196.216.12.0/23,,244.5047094277792,1761555506000,ARES-HIJACK-1761553798-36913-196.216.12.0/23-AGGREGATED,Finish Path Hijack,196.216.12.0/23;196.216.14.0/24,1761553798000,Finish,16637;20459,ZA;NA,39
799,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,275.5547625806491,1761551883000,ARES-HIJACK-1761548033-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761548033000,Finish,45284;9498,IN;IN,38
800,37020,41.243.50.0/24,,366.93693686395784,1761546732000,ARES-HIJACK-1761546161-37020-41.243.50.0/24-AGGREGATED,Finish Path Hijack,41.243.50.0/24,1761546161000,Finish,36926;6939,KE;US,6
801,46071,150.129.119.0/24,,253.51415696783872,1761545627000,ARES-HIJACK-1761545273-46071-150.129.119.0/24-AGGREGATED,Finish Path Hijack,150.129.119.0/24;150.129.118.0/24;150.129.116.0/24,1761545273000,Finish,57187;6939,AE;US,4
802,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,1843.7611917055012,1761545915000,ARES-HIJACK-1761544245-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761544245000,Finish,45284;9498,IN;IN,29
803,49453,2a00:1678:1337::/48,looking-for-sex.com,201.53628006795645,1761547937000,ARES-HIJACK-1761538441-49453-2a00:1678:1337::/48-AGGREGATED,Finish Path Hijack,2a00:1678:1337::/48;2a00:1678:2470::/48,1761538441000,Finish,49453;29632,NL;GI,2
804,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,417.0260554429271,1761529686000,ARES-HIJACK-1761529369-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761529369000,Finish,45284;9498,IN;IN,6
805,45284,45.127.108.0/24,psgtech.ac.in;psgim.ac.in;psgtech.edu;psgpolytech.ac.in,175.60883155528515,1761527812000,ARES-HIJACK-1761526886-45284-45.127.108.0/24-AGGREGATED,Finish Path Hijack,45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761526886000,Finish,45284;9498,IN;IN,2
806,36913,196.216.12.0/23,,265.23756489283005,1761500974000,ARES-HIJACK-1761499681-36913-196.216.12.0/23-AGGREGATED,Finish Path Hijack,196.216.12.0/23;196.216.14.0/24,1761499681000,Finish,16637;20459,ZA;NA,42
807,49453,2a00:1678:b00b::/48,looking-for-sex.com,203.8398922519069,1761503951000,ARES-HIJACK-1761498535-49453-2a00:1678:b00b::/48-AGGREGATED,Finish Path Hijack,2a00:1678:b00b::/48;2a00:1678:1337::/48;2a00:1678:2470::/48;2a10:9100:4::/48,1761498535000,Finish,49453;29632,NL;GI,2
808,59645,2a06:d1c1:23::/48,,173.3379502648852,1761494835000,ARES-HIJACK-1761493974-59645-2a06:d1c1:23::/48-AGGREGATED,Finish Path Hijack,2a06:d1c1:23::/48,1761493974000,Finish,59645;34549,DE;DE,1
809,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,2840.9786045726687,1761496474000,ARES-HIJACK-1761490915-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761490915000,Finish,45284;9498,IN;IN,45
810,49453,2a00:1678:b00b::/48,,204.7639064199301,1761481392000,ARES-HIJACK-1761480443-49453-2a00:1678:b00b::/48-AGGREGATED,Finish Path Hijack,2a00:1678:b00b::/48,1761480443000,Finish,49453;29632,NL;GI,3
811,265855,45.225.226.0/24,,317.23378652646585,1761476642000,ARES-HIJACK-1761475019-265855-45.225.226.0/24-AGGREGATED,Finish Path Hijack,45.225.226.0/24,1761475019000,Finish,18678;27951,CO;CO,45
812,49453,2a00:1678:b00b::/48,looking-for-sex.com,173.9193767416538,1761468341000,ARES-HIJACK-1761467504-49453-2a00:1678:b00b::/48-AGGREGATED,Finish Path Hijack,2a00:1678:b00b::/48;2a10:9100:8::/48;2a00:1678:1337::/48;2a00:1678:2470::/48;2a10:9100:4::/48,1761467504000,Finish,49453;29632,NL;GI,2
813,55666,119.2.51.0/24,,378.0315938928882,1761469659000,ARES-HIJACK-1761467423-55666-119.2.51.0/24-AGGREGATED,Finish Path Hijack,119.2.51.0/24,1761467423000,Finish,131219;136106,SG;ID,4
814,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,360.82144466817687,1761465678000,ARES-HIJACK-1761465107-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761465107000,Finish,45284;9498,IN;IN,5
815,48887,217.8.39.0/24,,1173.2515804395791,1761465575000,ARES-HIJACK-1761463813-48887-217.8.39.0/24-AGGREGATED,Finish Path Hijack,217.8.39.0/24,1761463813000,Finish,12389;47139,RU;TJ,20
816,16276,108.165.220.0/24,,183.5453430732385,1761570401000,ARES-HIJACK-1761454794-16276-108.165.220.0/24-AGGREGATED,Finish Path Hijack,108.165.220.0/24,1761454794000,Finish,16276;204092,FR;FR,1
817,139259,45.252.84.0/22,,364.7011206792835,1761552188000,ARES-HIJACK-1761450910-139259-45.252.84.0/22-AGGREGATED,Finish Path Hijack,45.252.84.0/22,1761450910000,Finish,139259;13444,HK;US,37
818,19711,41.84.224.0/19,,223.86055935193647,1761447950000,ARES-HIJACK-1761444529-19711-41.84.224.0/19-AGGREGATED,Finish Path Hijack,41.84.224.0/19,1761444529000,Finish,19711;17639,SZ;PH,1
819,49453,2a10:9100:8::/48,looking-for-sex.com,174.25602663509113,1761438567000,ARES-HIJACK-1761438078-49453-2a10:9100:8::/48-AGGREGATED,Finish Path Hijack,2a10:9100:8::/48;2a00:1678:1337::/48;2a00:1678:2470::/48;2a10:9100:4::/48,1761438078000,Finish,49453;29632,NL;GI,2
820,49453,2a00:1678:1337::/48,looking-for-sex.com,173.9193767416538,1761434371000,ARES-HIJACK-1761433361-49453-2a00:1678:1337::/48-AGGREGATED,Finish Path Hijack,2a00:1678:1337::/48;2a00:1678:2470::/48,1761433361000,Finish,49453;29632,NL;GI,2
821,263846,2804:26a4::/32,,165.94788623072034,1761433335000,ARES-HIJACK-1761432617-263846-2804:26a4::/32-AGGREGATED,Finish Path Hijack,2804:26a4::/32,1761432617000,Finish,263846;37721,BR;BF,2
822,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,478.2746374921306,1761428698000,ARES-HIJACK-1761428267-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761428267000,Finish,45284;9498,IN;IN,7
823,9304,87.229.23.0/24,,191.35314607069526,1761592428000,ARES-HIJACK-1761419385-9304-87.229.23.0/24-AGGREGATED,Finish Path Hijack,87.229.23.0/24,1761419385000,Finish,1299;25198,SE;RO,3
824,262988,2804:1058::/32,pombonet.net.br,447.7913077586872,1761415042000,ARES-HIJACK-1761413180-262988-2804:1058::/32-AGGREGATED,Finish Path Hijack,2804:1058::/32,1761413180000,Finish,262988;37721,BR;BF,2
825,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,651.6889958485813,1761417286000,ARES-HIJACK-1761411914-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761411914000,Finish,45284;9498,IN;IN,10
826,39238,195.19.114.0/24,,488.91065710030216,1761404111000,ARES-HIJACK-1761402597-39238-195.19.114.0/24-AGGREGATED,Finish Path Hijack,195.19.114.0/24;195.19.115.0/24,1761402597000,Finish,39238;6939,RU;US,5
827,36913,196.216.12.0/23,,260.8139504069174,1761404699000,ARES-HIJACK-1761399321-36913-196.216.12.0/23-AGGREGATED,Finish Path Hijack,196.216.12.0/23;196.216.14.0/24,1761399321000,Finish,16637;20459,ZA;NA,41
828,265010,2804:3160::/32,,206.95982241284702,1761419942000,ARES-HIJACK-1761396765-265010-2804:3160::/32-AGGREGATED,Finish Path Hijack,2804:3160::/32,1761396765000,Finish,262462;37721,BR;BF,2
829,270842,2804:7240::/32,,206.95942433499437,1761419942000,ARES-HIJACK-1761396765-270842-2804:7240::/32-AGGREGATED,Finish Path Hijack,2804:7240::/32,1761396765000,Finish,262462;37721,BR;BF,2
830,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,604.2460650841547,1761396402000,ARES-HIJACK-1761393788-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761393788000,Finish,45284;9498,IN;IN,9
831,37020,41.243.50.0/24,,369.9920095743733,1761392672000,ARES-HIJACK-1761392080-37020-41.243.50.0/24-AGGREGATED,Finish Path Hijack,41.243.50.0/24,1761392080000,Finish,36926;6939,KE;US,6
832,36914,197.139.192.0/24,,173.84836004406355,1761386966000,ARES-HIJACK-1761385952-36914-197.139.192.0/24-AGGREGATED,Finish Path Hijack,197.139.192.0/24,1761385952000,Finish,36944;34549,MW;DE,3
833,9304,218.188.106.0/24,,178.92837940634433,1761386873000,ARES-HIJACK-1761384839-9304-218.188.106.0/24-AGGREGATED,Finish Path Hijack,218.188.106.0/24,1761384839000,Finish,9304;56655,HK;NO,1
834,16276,5.175.214.0/24,alfaroooq.com,267.12453134164076,1761384654000,ARES-HIJACK-1761384325-16276-5.175.214.0/24-AGGREGATED,Finish Path Hijack,5.175.214.0/24,1761384325000,Finish,16276;1136,FR;NL,1
835,45284,103.196.30.0/24,psgpolytech.ac.in;psgim.ac.in;kongu.edu;psgtech.edu;psgtech.ac.in,180.00777897703352,1761389801000,ARES-HIJACK-1761384282-45284-103.196.30.0/24-AGGREGATED,Finish Path Hijack,103.196.30.0/24;103.196.28.0/24;103.196.29.0/24;45.127.108.0/24;45.127.109.0/24;45.127.110.0/24,1761384282000,Finish,45284;9498,IN;IN,2
836,264911,2804:2fc4::/32,,218.05460729167382,1761420372000,ARES-HIJACK-1761378367-264911-2804:2fc4::/32-AGGREGATED,Finish Path Hijack,2804:2fc4::/32;2804:2fc4:8000::/33;2804:2fc4::/33,1761378367000,Finish,264911;263152,BR;BR,3
837,36913,168.253.245.0/24,,254.97414897544485,1761374689000,ARES-HIJACK-1761373468-36913-168.253.245.0/24-AGGREGATED,Finish Path Hijack,168.253.245.0/24;196.216.11.0/24,1761373468000,Finish,16637;20459,ZA;NA,39
838,37294,102.70.19.0/24,,281.7479317895529,1761374689000,ARES-HIJACK-1761373468-37294-102.70.19.0/24-AGGREGATED,Finish Path Hijack,102.70.19.0/24;41.78.250.0/24,1761373468000,Finish,16637;20459,ZA;NA,39
839,263812,2800:ba0:38::/48,,267.35459655242266,1761400212000,ARES-HIJACK-1761358559-263812-2800:ba0:38::/48-AGGREGATED,Finish Path Hijack,2800:ba0:38::/48,1761358559000,Finish,22869;27884,HN;HN,4
840,264479,2804:203c::/32,,187.15630232882162,1761363679000,ARES-HIJACK-1761354587-264479-2804:203c::/32-AGGREGATED,Finish Path Hijack,2804:203c::/32,1761354587000,Finish,264479;37721,BR;BF,2
841,52858,2804:774::/32,,171.91481918983754,1761355147000,ARES-HIJACK-1761353442-52858-2804:774::/32-AGGREGATED,Finish Path Hijack,2804:774::/32,1761353442000,Finish,52858;37721,BR;BF,2
842,29141,185.45.112.0/22,microhowto.info;staatsoper-hamburg.de;bk-provider.de;dodajprodaj.com;socialnet.de;bundeswehrforum.de;prinzing-elektro.de;apag.de;bitdesign.de;getlight.de;v2path.bid;mystipendium.de;hamburgballett.de;nicowolter.de;ayouweb.com;euronuclear.org;avionom.com;gelenkallee.de;nexus-server.de;gondrand.be;bam-service.de;erzieherin.de;mittelalter.net;batuhancinar.com;trierer-weihnachtsmarkt.de;zaabeel.eu;reviermanufaktur.de;beruf-und-familie.de;cdu-herten.info;kreativ-depot.de;tier-erlebnisparkbell.de;shellsystem.biz;nexus-bc.com;berufundfamilie.de;mesotherapie.org;hamburgische-staatsoper.de;host-ing.eu;sweet-diet.com;speicherstation.de;deichkind.de;fruendt.de;cdu-schwelm.de;crunchypenguin.org;stanian.com;patup.com;bk.de;cdu-toenisvorst.de;hostsuche.de;hahnemuehle.com;nucleareurope.eu;visualseven.de;suchebiete.com;acti-med.com;degrande.de;opcom.ca;nexus-netsoft.de;gekkomedia.net;bmsdns.de;freikom.net;bluelemon.de;bk-provider.com;sartech.de;kojot.co.hu;foratom.org;otherworld.de;mauritz.de;goa-online.de;dns-b.de;ntc.party;discountis.de;acti-med.de;dns-serv.de;blueserver.eu;nconnect.hu;altoserver.de;blserver.de;camping-pilsensee.de;nxs360.com;itic-dns.de;vanameland.net;promedia-med.de;i-kiu.at;usadellab.org;socialsaloon.de;cdu-kerken.de;gondrand.co.uk;schmeck-den-sueden.de;virtualhosts.de;lostlegends.de;blue-media-star.de;bmsdns.eu,164.91385248083452,1761349581000,ARES-HIJACK-1761342336-29141-185.45.112.0/22-AGGREGATED,Finish Path Hijack,185.45.112.0/22;195.128.160.0/23;130.255.184.0/21;130.255.72.0/21;185.13.148.0/22;188.119.84.0/22;195.68.246.0/23;80.83.112.0/20,1761342336000,Finish,29141;34927,DE;CH,1
843,19711,41.84.224.0/19,,223.50670911818756,1761332827000,ARES-HIJACK-1761332376-19711-41.84.224.0/19-AGGREGATED,Finish Path Hijack,41.84.224.0/19,1761332376000,Finish,19711;17639,SZ;PH,1
844,36914,41.89.41.0/24,,319.3903586908922,1761331576000,ARES-HIJACK-1761327215-36914-41.89.41.0/24-AGGREGATED,Finish Path Hijack,41.89.41.0/24,1761327215000,Finish,36944;50304,MW;NO,2
845,36914,197.138.246.0/24,,290.4316653762788,1761327269000,ARES-HIJACK-1761326612-36914-197.138.246.0/24-AGGREGATED,Finish Path Hijack,197.138.246.0/24,1761326612000,Finish,36944;34549,MW;DE,3
846,12654,2001:7fb:ff02::/48,,486.1539281625611,1761327001000,ARES-HIJACK-1761325821-12654-2001:7fb:ff02::/48-AGGREGATED,Finish Path Hijack,2001:7fb:ff02::/48,1761325821000,Finish,12654;3333,NL;NL,4
847,36914,197.138.200.0/24,,448.7984003831407,1761354589000,ARES-HIJACK-1761325715-36914-197.138.200.0/24-AGGREGATED,Finish Path Hijack,197.138.200.0/24,1761325715000,Finish,36944;50304,MW;NO,2
848,19711,41.84.224.0/19,,283.920762760598,1761327263000,ARES-HIJACK-1761325692-19711-41.84.224.0/19-AGGREGATED,Finish Path Hijack,41.84.224.0/19,1761325692000,Finish,19711;17639,SZ;PH,1
849,12654,2001:7fb:ff02::/48,,563.1784630253721,1761325802000,ARES-HIJACK-1761324605-12654-2001:7fb:ff02::/48-AGGREGATED,Finish Path Hijack,2001:7fb:ff02::/48,1761324605000,Finish,12654;3333,NL;NL,1
850,29141,31.14.46.0/23,uretimdestek.com;info-bilisim.com;hafermannreisen.de;hidkom.com;muhasebetr.com;mervegulesarp.com;muhasebenet.net;kadirakdogan.com;binonwebtasarim.com;culhabilisim.com.tr;gumrukkulliyati.com;european-funding-guide.eu;universalestetik.com.tr;sadeceantalyaspor.com;loyalmakina.com;medyabim.com.tr;erkanevcimen.com;biemtech.net;odakyapimarket.com.tr;kurumsalwebtasarim.xyz;infobilisim.com;bbtlojistik.com;elapatent.com;netfikirhosting.com;mornet.net;aykatech.net;kalibrasyonlab.com;evadesigned.com;teknoken.net;medyabim.com;angunambalaj.com;x-tremetuning.com;interaktifsunucu.com;profitanitim.net;bebka.org.tr;projekt89.de;mncbilisim.com;livando.com;wnetx.net;sinifcininsesitv.com;medyabim.net;kocdokuma.com;celebilersurucu.com;threecolor.com.tr;mysusurluk.com;tshirtkrali.com;kentat.com.tr;whmhosting.com.tr;humly.cloud;egitimdeyiz.com;stangermedia.de;mehmetegit.com;turkdomainservice.com;myhoster.com;marmaradns.com;derbyonalti.com;yoncagrafik.com;amsmedya.com;prousamedya.com;edebiyattv.com;mentalserver.de;burhost.com;misto.net.mt;adlerpromedia.de;netfikirhost.com;gemeinde-helpsen.de;marmarakoza.com;cateringportal.io;ersanaskin.com.tr;bayberkelektrik.com;webajans.net;juniper-sons.com;ipanema.de;wee22.com;mobintek.com;drmbilisim.com;sifaadresi.com;goldsit.com.tr;wilhelm-galerie.com;misto-net.com;direknet.com;internetadresi.com;bykyazilim.com;dcakim.com;marparca.com;tstotoyedekparca.com;himalaya.com.tr;alperence.com;sinmedya.com;sitelerankara.com;mfmgrupdanismanlik.com;erkeksin.com.tr;ajanskarre.com;baktat.com.tr;trixum.de;akbim.com.tr;tugem.com.tr;cafemocion.com;ansteknoloji.com;anyroompro.com;bursabil-net.com;icffair.com;oncupatent.com;serviceservice.eu,177.7215705900994,1761323841000,ARES-HIJACK-1761323483-29141-31.14.46.0/23-AGGREGATED,Finish Path Hijack,31.14.46.0/23;31.170.104.0/21;37.247.112.0/24;37.247.113.0/24;37.247.114.0/24;37.247.115.0/24;37.247.118.0/24;5.45.176.0/21;80.83.112.0/20,1761323483000,Finish,29141;34927,DE;CH,1
851,36914,197.138.208.0/24,,470.90292377415506,1761380459000,ARES-HIJACK-1761323314-36914-197.138.208.0/24-AGGREGATED,Finish Path Hijack,197.138.208.0/24,1761323314000,Finish,36944;50304,MW;NO,2
852,29141,130.255.184.0/21,casualcouture.de;s-i-e.de;micsaek.ro;dawonia.de;webframe.net;dodajprodaj.com;rotzek.de;dgtls.net;creating-web.de;nixgut-onlineshop.de;dirk-muegge.de;bitdesign.de;zsw.ru;sontheim-industrie-elektronik.de;cordial-cables.com;ayouweb.com;complus.de;blmedia.de;eschbach.com;avionom.com;heldensite.de;dgtls.ch;dgtls.de;spirit-of-om.de;dgtls.eu;zaabeel.eu;badbocklet.de;getraenke-ellerkamp.de;seiz.ch;signline.de;forum-thyroide.net;kamax.com;boomers.de;airportbus-muenchen.de;badfuessing.com;rammsteinshop.us;gamez.de;kutsal-kitap.net;fahren-lernen.de;prostovpn.org;dgtls.info;performancehero.de;myticket.de;solarfocus.com;stanian.com;dgtls.rocks;mm-cmty.de;kempf-solutions.de;c-w.de;dgtls.es;apl.de;hahnemuehle.com;dgtls.at;shiftconnector.com;brunner.de;zott.de;radiogong.de;schwedenhaus-vermittlung.de;creating-web.com;kraemer24.shop;caritas-nah-am-naechsten.de;kojot.co.hu;maon.fi;on-performance.de;myticket.at;koch-mit.de;tebis.com;ntc.party;sd-krebs.de;pvpn.pw;gottstein-gruppe.de;world-of-rock.com;kurt-koenig.de;otto-brenner-stiftung.de;syncier.com;kostenlosspielen.net;mgtls.de;mgtls.rocks;deag.de;lapcorner.de;allgaeu-concerts.de;across.net;feneberg.de;dgtls.com;greving.de;schwedenliebe.com;holz-wurm.de,172.98471576773392,1761323961000,ARES-HIJACK-1761323289-29141-130.255.184.0/21-AGGREGATED,Finish Path Hijack,130.255.184.0/21;130.255.72.0/21;185.13.148.0/22;188.119.84.0/22;195.68.246.0/23,1761323289000,Finish,29141;34927,DE;CH,1
853,138754,103.182.166.0/24,,378.1539024016513,1761327136000,ARES-HIJACK-1761322856-138754-103.182.166.0/24-AGGREGATED,Finish Path Hijack,103.182.166.0/24,1761322856000,Finish,4755;18101,IN;IN,16
854,36914,197.136.247.0/24,,285.4395560316638,1761326986000,ARES-HIJACK-1761320756-36914-197.136.247.0/24-AGGREGATED,Finish Path Hijack,197.136.247.0/24,1761320756000,Finish,36944;50304,MW;NO,2
855,262851,2804:1270::/32,,1229.4673310767155,1761316093000,ARES-HIJACK-1761315674-262851-2804:1270::/32-AGGREGATED,Finish Path Hijack,2804:1270::/32,1761315674000,Finish,262851;6939,BR;US,19
856,12654,2001:7fb:ff02::/48,,470.7469800135972,1761315001000,ARES-HIJACK-1761313836-12654-2001:7fb:ff02::/48-AGGREGATED,Finish Path Hijack,2001:7fb:ff02::/48,1761313836000,Finish,12654;3333,NL;NL,1
857,262360,2804:1410::/32,nedel.com.br;nedeltelecom.com.br,261.55792101476027,1761309012000,ARES-HIJACK-1761307253-262360-2804:1410::/32-AGGREGATED,Finish Path Hijack,2804:1410::/32,1761307253000,Finish,262360;37721,BR;BF,2
858,264428,2804:1e6c::/32,,195.128158553903,1761310306000,ARES-HIJACK-1761307219-264428-2804:1e6c::/32-AGGREGATED,Finish Path Hijack,2804:1e6c::/32,1761307219000,Finish,264428;37721,BR;BF,2
859,264428,2804:1e6c::/32,,195.128158553903,1761305805000,ARES-HIJACK-1761305483-264428-2804:1e6c::/32-AGGREGATED,Finish Path Hijack,2804:1e6c::/32,1761305483000,Finish,264428;37721,BR;BF,2
860,131711,103.9.124.0/24,kresnainvestments.com,448.3592729827478,1761311986000,ARES-HIJACK-1761300925-131711-103.9.124.0/24-AGGREGATED,Finish Path Hijack,103.9.124.0/24;103.9.125.0/24;103.9.126.0/24;103.9.127.0/24,1761300925000,Finish,55818;9002,ID;GB,4
861,12654,2001:7fb:ff02::/48,,286.9898968808735,1761299706000,ARES-HIJACK-1761298215-12654-2001:7fb:ff02::/48-AGGREGATED,Finish Path Hijack,2001:7fb:ff02::/48,1761298215000,Finish,12654;3333,NL;NL,1
862,262360,2804:1410::/32,nedel.com.br;nedeltelecom.com.br,258.6171385192737,1761298818000,ARES-HIJACK-1761297060-262360-2804:1410::/32-AGGREGATED,Finish Path Hijack,2804:1410::/32,1761297060000,Finish,262360;37721,BR;BF,2
863,264428,2804:1e6c::/32,,195.128158553903,1761297274000,ARES-HIJACK-1761296994-264428-2804:1e6c::/32-AGGREGATED,Finish Path Hijack,2804:1e6c::/32,1761296994000,Finish,264428;37721,BR;BF,2
864,142111,103.158.75.0/24,,193.15394503009153,1761546015000,ARES-HIJACK-1761295218-142111-103.158.75.0/24-AGGREGATED,Finish Path Hijack,103.158.75.0/24,1761295218000,Finish,132372;35280,MY;FR,1
865,46071,150.129.119.0/24,,264.73881840837134,1761291830000,ARES-HIJACK-1761291506-46071-150.129.119.0/24-AGGREGATED,Finish Path Hijack,150.129.119.0/24,1761291506000,Finish,57187;6939,AE;US,4
