Index,affected_asn,affected_prefix,domain,edit_distance,end_time,event_id,event_type,prefix_list,start_time,status,suspicious_links,suspicious_links_nation,vp_count
0,29046,91.135.192.0/22,asausoft.kz;asaucom.kz;rbk-ip.kz;rbk.kz,3001.8777632747083,-,ARES-HIJACK-1769440132-29046-91.135.192.0/22-Hijack-AGGREGATED,Ongoing Path Hijack,91.135.192.0/22;91.135.193.0/24;91.135.192.0/24;91.135.194.0/24;91.135.195.0/24,1769440132000,Ongoing,29046;210686,KZ;KZ,24
1,28188,189.89.241.0/24,,4168.826778358474,-,ARES-HIJACK-1769438886-28188-189.89.241.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,189.89.241.0/24;189.89.242.0/23,1769438886000,Ongoing,28188;274514,BR;BR,34
2,206065,188.121.128.0/24,,2933.408545889013,-,ARES-HIJACK-1769437985-206065-188.121.128.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,188.121.128.0/24,1769437985000,Ongoing,206065;12880,IR;IR,47
3,262729,177.92.203.0/24,,1450.4257052097723,-,ARES-HIJACK-1769437949-262729-177.92.203.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,177.92.203.0/24,1769437949000,Ongoing,262729;53013,BR;BR,6
4,28135,187.86.4.0/24,rix.com.br,266.0398562412989,-,ARES-HIJACK-1769436755-28135-187.86.4.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,187.86.4.0/24;177.46.13.0/24,1769436755000,Ongoing,264409;5405,BR;DE,5
5,267501,45.183.132.0/24,,318.42147074233776,-,ARES-HIJACK-1769436723-267501-45.183.132.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,45.183.132.0/24;45.183.133.0/24,1769436723000,Ongoing,264409;5405,BR;DE,5
6,48887,217.8.32.0/20,imon.tj;eskhata.tj,2028.6646876784146,-,ARES-HIJACK-1769427644-48887-217.8.32.0/20-Hijack-AGGREGATED,Ongoing Path Hijack,217.8.32.0/20,1769427644000,Ongoing,3216;28910,RU;UZ,19
7,139341,43.175.94.0/24,,1062.0268021810436,-,ARES-HIJACK-1769425995-139341-43.175.94.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,43.175.94.0/24,1769425995000,Ongoing,208293;12297,IQ;AM,23
8,58243,80.246.120.0/23,,458.62347278922334,-,ARES-HIJACK-1769425953-58243-80.246.120.0/23-Hijack-AGGREGATED,Ongoing Path Hijack,80.246.120.0/23;80.246.124.0/23,1769425953000,Ongoing,58243;24785,DE;NL,9
9,53038,107.150.167.0/24,,985.2194720868778,-,ARES-HIJACK-1769421466-53038-107.150.167.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,107.150.167.0/24,1769421466000,Ongoing,264409;5405,BR;DE,15
10,132839,103.54.124.0/24,,1218.4285064473493,-,ARES-HIJACK-1769410429-132839-103.54.124.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,103.54.124.0/24,1769410429000,Ongoing,132839;10103,HK;HK,34
11,327885,196.249.113.0/24,,301.643612326467,1769424280000,ARES-HIJACK-1769408246-327885-196.249.113.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.113.0/24,1769408246000,Finish,5511;37662,FR;MU,6
12,132203,211.152.128.0/23,,397.89195343855994,-,ARES-HIJACK-1769404661-132203-211.152.128.0/23-Hijack-AGGREGATED,Ongoing Path Hijack,211.152.128.0/23,1769404661000,Ongoing,21859;4800,US;ID,7
13,54253,170.9.100.0/23,,529.614324729279,-,ARES-HIJACK-1769384611-54253-170.9.100.0/23-Hijack-AGGREGATED,Ongoing Path Hijack,170.9.100.0/23,1769384611000,Ongoing,263009;37468,BR;AO,9
14,48887,217.8.32.0/20,imon.tj;eskhata.tj,2029.6671045496716,1769395100000,ARES-HIJACK-1769374954-48887-217.8.32.0/20-Hijack-AGGREGATED,Finish Path Hijack,217.8.32.0/20,1769374954000,Finish,3216;28910,RU;UZ,19
15,204601,193.22.21.0/24,kinoman.plus;serial-yopta.online;medspravo4ka-54.ru;kino-kek.online;casinoadmiral888.online;casino-bid.com;garri-potter-lordfilm.ru;slivshkur.club;casinorussia.ru;arohamuzic.com;colorspopping.com;kinokrad.mobi;vavadanga.ru;spbescort.club;kino-kek.pro;kino-ok.one;euroleagues.net;panousopoulos.com;vavada4.kz;xn----7sbgyjuajji.xn--p1ai;kuwat.top;pelvicawareness.com;vavada7.kz;dary-love.ru;kino-yopta.vin;mehack.cc;gamesdll.ru;fmlkost.kz;kartul.biz;kino-yopta.ink;cmotret.com;analslutty.com;med-96.ru;medspravka-66.ru;slivshkur.net;diplom77.ru;eyeofgod.in;cabura.team;filmpro.tv;dimmer.az;dragn.pro;kino-kek.live;arbc.chat;pornolime.com;hentasis1.top;lucky-jet.international;premium-diplom.ru;2ndscena.ru;frontpagefame.com;vavada1.kz;pyat-nochey-s-freddy-lordfilm.ru;allawnalzaahiwebdesign.com;kino-kek.ink;kinolaym.com;buxmonitor.ru;kino-yopta.one;onewin.biz;kinogo-net.biz;kinogo-onlain.net;lolz.su;dalacom.kz;tvseriya.tv;kino-epta.live;hello-spb.ru;egtravel.ru;1stclassdating.com;rc-comics.com;gps-monitoring.kiev.ua;maturesdoporn.com;720-kino.net;mormonthefilm.com;pays24.ru;russiandiplom77.com;copybaza.ru;bonuskazino.org;kino-yopta.live;kino-ep.ink;helidosajets.com;bitcarukraine.com.ua;prodcs.ru;kino-video.online;kino-kek.link;datix.space;casinoplay.kz;1upi-x.me;sliv-photo.ru,699.5299226771898,-,ARES-HIJACK-1769353000-204601-193.22.21.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,193.22.21.0/24;45.147.197.0/24;81.91.178.0/24;92.119.113.0/24,1769353000000,Ongoing,204601;51162,NL;KZ,10
16,25532,90.156.200.0/24,exeed.ru;omoda.ru;kant-sport.ru;masterhost.ru;jaecoo.ru;pocketoption.ru;smarttractor.ru;gremir.ru;abajur-shop.ru;slaviabank.ru;bereit.ru;chasy-remni.ru;shtilniisad.ru;mikron.ru;progressfood.ru;tsepi.su;wellnessbeauty.ru;mirvesov.ru;imperial-porcelain.ru;ok4u.club;mastername.ru,883.8210056292091,-,ARES-HIJACK-1769353000-25532-90.156.200.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,90.156.200.0/24;90.156.132.0/24,1769353000000,Ongoing,25532;51162,RU;KZ,13
17,29182,185.253.34.0/23,kazanb.ru;pro-polotencesushitel.ru;sa-mara.ru;oniksmobile.ru;sochigraf.ru;multihost.ru;comfortsteam.ru;goodsurgut.ru;habarovskgid.ru;30w.ru;g59.ru;vladik25.ru;vbprofi.ru;ryazansk.ru;g38.ru;salut.ru;domarket.ru;santehuroki.ru;monblan-narcology.ru;de-ulan-ude.ru;riadagestan.ru;anixart.tv;42g.ru;o-m-s-k.ru;action-start.ru;aqq.ru;alternate-politics.info;fomsk.ru;w74.ru;stalkermix.ru;g74.ru;restoll.ru;xn--80abvivhbeqe0h.xn--p1ai;act-auto.ru;gornaltaysk.ru;betonaktiv.ru;3sen.ru;nvartovsk86.ru;mgli.ru;kaliningraf.ru;7kr.ru;yesprice.ru;blagodarstroy.ru;trikky.ru;successmobile.ru;bar22.ru;marina-sochi.ru;86n.ru;pro-voinu.info;home-plant.ru;pharmeconom.ru;remrai.ru;sts-bel.ru;mfua.ru;gkdk.ru;po-voronezhu.ru;krasndar.ru;vimos.ru;multihost.cloud;tltweb.su;rostovc.ru;yaotdam.ru;ww1.ru;izhevchane.ru;multihost.com;nitagil.ru;pc-expertus-estate.ru;ekaterinburgskiy-dommebeli.ru;technosuccess.ru;rus-troika.ru;biyskonline.ru;42nk.ru;proficosmetics.ru;mitu-masi.ru;tulac.ru;woscow.ru;gorenburg.ru;70w.ru;avicenna-spb.ru;fireboxclub.com;e-66.ru;uninic.ru;54e.ru;pharmgarant.ru;blank-dogovor-kupli-prodazhi.online;obelgorod.ru;volga-dnepr.com;45k.ru;72g.ru;narkolog.express;defektoskopist.ru;magnitograd.ru;w77.ru;indpart.ru;imper.su;masi.ru;crimtan.ru;ufagraf.ru;fireboxstore.ru,672.9622411366805,-,ARES-HIJACK-1769353000-29182-185.253.34.0/23-Hijack-AGGREGATED,Ongoing Path Hijack,185.253.34.0/23;212.109.222.0/24;213.159.210.0/23;37.230.118.0/23;80.87.203.0/24;82.202.170.0/23;82.202.172.0/23;82.202.174.0/23,1769353000000,Ongoing,29182;51162,RU;KZ,10
18,44112,77.222.36.0/24,angiopharm.com;sovetskaya-adygeya.ru;vineta.ru,966.6379152601485,-,ARES-HIJACK-1769353000-44112-77.222.36.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,77.222.36.0/24;77.222.39.0/24;77.222.44.0/24,1769353000000,Ongoing,44112;51162,RU;KZ,13
19,49505,185.189.164.0/24,indust-group.ru;g-it.ru;simpledigital.pro;pro-data.tech;siams.com;atmd.ru;intermarkrelocation.ru;xn--80abkzflr.com;photostoria.ru;propiska-krasnoyarsk24.online;etherway.ru;bejet.ru;3nv.ru;excbt.ru;volhov.ru;korrektsiya-zreniya.ru;mosline.ru;itl-service.ru;izhcombank.ru;kristallgold.ru;al-ve.ru;tseh85.ru;bitrix24.shop;nadeks.ru;aktivavto.ru;nzfond.ru;bitrix24site.ru;axiom24.ru;lightspeed.ru;i-t-trade.ru;laximo.ru;yunicom.ru;obcom.su;grand-capital.pro;consultant-rostov.ru;sit-co.ru;sozdavatel.ru;xn----7sbbbkif1cvjtwj2a.xn--p1ai;gharysh.kz;webpay.by;altit.ru;sputnik.systems;domsporta.com;dkomi.ru;komoks.ru;press161.ru;kulikov.com;supsrv.ru;escomtel.ru;rnova.org;coredatanet.ru;smtp.bz;nnov.tech;zis.by;itvgroup.ru;bls.ru;ithop.ru;avkconsul.ru;optic-inet.ru;konversta.com;abl-all.ru;railall.ru;ithelp.group;redunisystem.ru;qm-s.com;vodacom.ru;rnova.ru;tstarter.ru;internetdeveloper.ru;law-terra.ru;zabotix.ru;ru-sys.com;omikom.ru;gid.team;science4school.com;plvdurak.online;fox-pizza.ru;gefera.ru;optimatel.ru;editorum.ru;efsystem.ru;conteq.ru;maxis-it.ru;muzey-zamka.ru;firstbit.com;energoatlas.com;sprint4g.ru;xn----dtbhofdbekqeb1bdf6n.xn--p1ai;trckmg.com;don-in-law.ru;infiit.ru;bitrix24shop.ru;elbamebel.com;avecme.ru;it-dep.ru;hdsys.ru;talarix.ru;geometrika.su;bestrank.ru;bitrix24.site;skkmonolit.ru;rrk-group.ru;nikol.biz;digitalrzd.ru;tseh85.com;ocscomp.ru,785.512393280699,-,ARES-HIJACK-1769353000-49505-185.189.164.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,185.189.164.0/24;185.137.235.0/24;92.255.4.0/24;92.53.74.0/24;92.53.93.0/24;94.26.255.0/24;95.213.160.0/24,1769353000000,Ongoing,49505;51162,RU;KZ,11
20,50340,185.187.199.0/24,geotehdigest.ru;sailid-textil.ru;kraskainfo.ru;25-35.ru;natv.su;uo-vmr-mo.ru;sauna37.ru;artstroy-rnd.ru;lipcadet.ru;mebelant.ru;tvin.su;bigstok.ru;zaboryprofi.ru;puscopes.ru;clubsfitness.ru;topdostavki.ru;pikorion.ru;banka.shop;casinoxkrotkrot.top;sadiktop.ru;comparativestudies.ru;oven-auto.ru;oknakatalog.ru;4webs.ru;elektroshema.ru;kogschool7.ru;quizguess.ru;evenbox.ru;goldfishkakrot.top;expertsib.ru;skyserve.ru;vjazaniemaster.ru;jinkl.ru;learn-excel.ru;thelastchance.ru;gigapolis.ru;xn---11-5cdabd5acj9bcnxkjfsdy4m6f.xn--p1ai;siberia-climat.com;kulotinoadm.ru;stroitel5.ru;tatet.ru;expressbuket24.ru;podelosik.ru;modnyeidei.ru;myalize.ru;garmos.ru;carbar-wash.ru;td-visio.ru;narkology-161.ru;kartaa.ru;xn--80aiapzfpcjfm.xn--p1ai;spalnidizajn.ru;aviator-market.ru;hubfreelancer.ru;ckd-zaozernoe.ru;cosmeticsstores.ru;igralet.ru;aurumcapital.ru;rgexp.ru;pokumio.ru;vseocorgi.ru;vsevleto-ug.ru;sovest-bank.ru;defendcar.com;tsitron.ru;narko-clinic.com;povarsovkusom.ru;slivkimebeli.ru;po-svs.ru;otzoviktop.ru;shino-mon.ru;masterimvmeste.ru;stardacasinos.ru;rud-met.ru;craft-burger-petergof.ru;autoshk.ru;vos-bazar.ru;praktikait.ru;grachevgold.ru;aptekavgorode.ru;serebro-shop.ru;landshaftblog.ru;rutuner.ru;forbrides.ru;gidvyazanja.ru;codehab.ru;clinicamalyshevoy.ru;vsemedcentry.ru;vopr-otv.ru;museumdolls.ru;sg-v.ru;podarkimaster.ru;dveriportal.ru;mvkursk.ru;uraldesk.ru;avitologforbiz.ru;o-promyshlennosti.ru;sro-medium.ru;realnoli.ru;mirsumok.su;mos-radius.ru;ugansk.ru;hostiman.ru;rostov-gcms.ru;miomebel.ru;rialpro-spb.ru,670.7924566122545,-,ARES-HIJACK-1769353000-50340-185.187.199.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,185.187.199.0/24;176.112.90.0/24;81.90.180.0/22;85.119.149.0/24;92.53.94.0/24;92.53.95.0/24;95.213.255.0/24,1769353000000,Ongoing,50340;51162,RU;KZ,10
21,50867,185.70.107.0/24,tailor1.ru;hondrofrost.eu;a-comf.ru;pigsmt.xyz;upmunswcouxzw.com;chocolate-slim.shop;keto-guru-official.com;maral-gel-official.eu;jacrus.ru;freelance.boutique;thexnew.com;theshow.click;myslook.com;reduslim.site;h13.me;saqr1.xyz;2it.ru;hztscloud.net;composit-tracks.ru;qlaster.ru;kron.zone;flexumgel-official.shop;sft.ru;snowbd.ru;marketoria.com;nporapira.ru;etwinternational.ru;carscope.ru;silicontech.hk;irkppk.ru;vintageplus.ru;vydr.ru;theempire.click;potencialex.es;silicontech.ru;hondrox.eu;zub35.ru;rhino-correct.website;titanium-gel.com;power-keto.eu;qvcloud.net;oi5.ru;alkotox.shop;angem.ru;3dnews.ru;skyblue1.us;wna.ru;techland.su;naperstok.com;relicvia.ru;ultramax-testo-enhancer.eu;wbestroadmachine.ru;money-amulet.eu;keto-diet-official.com;prostovit.eu;potencialex.it;big-boy-gel.com;pvin.site;drccam.org;theplace.click;unitynet.ru;set-acoustic.ru;ispreview.ru;mens-defence.com;cardione-official.com;soundguard.ru;extreme-fat-burner.site;thegeeks.click;ktryagavpft.com;maxsat.me;clean-forte-official.site;moalem.us;alfagen-gel.eu;dkd.ru;keto-guru-official.eu;gelarex.com;ntstrans.ru;vetsystem.ru;kaypu.com;theoccult.click;vmtx.ru;all-it.ru;fingerpigs387.online;tnative.ru;e-energy-official.eu;novznania.ru;erogen-x.site;thevault.click;erogan-plus.com;alkotox.store;welltone.eu;jaccar.ru;vverh-tatarstan.ru;wifibird.ru,671.9326652686634,-,ARES-HIJACK-1769353000-50867-185.70.107.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,185.70.107.0/24;31.192.104.0/21;141.105.64.0/21;158.255.0.0/21;185.130.212.0/22;185.70.104.0/22;5.180.174.0/23;91.210.104.0/22;91.218.112.0/22;91.218.244.0/22,1769353000000,Ongoing,50867;51162,NL;KZ,10
22,9123,31.130.134.0/24,,1385.8380909934167,-,ARES-HIJACK-1769352973-9123-31.130.134.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,31.130.134.0/24;147.45.96.0/24;185.152.95.0/24,1769352973000,Ongoing,9123;51162,RU;KZ,15
23,37225,41.85.224.0/24,,623.2987800414606,-,ARES-HIJACK-1769346085-37225-41.85.224.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,41.85.224.0/24,1769346085000,Ongoing,37225;328333,ZA;ZA,37
24,53038,177.73.238.0/24,rg3.com.br;meutecbook.com.br,877.2116716937236,-,ARES-HIJACK-1769345776-53038-177.73.238.0/24-Hijack-AGGREGATED,Ongoing Path Hijack,177.73.238.0/24,1769345776000,Ongoing,264409;5405,BR;DE,13
25,262624,177.104.24.0/23,,772.4734196802528,-,ARES-HIJACK-1769334675-262624-177.104.24.0/23-Hijack-AGGREGATED,Ongoing Path Hijack,177.104.24.0/23,1769334675000,Ongoing,269096;10429,BR;BR,13
26,267845,2803:4c60:1::/48,,2389.60263061163,1769359747000,ARES-HIJACK-1769311923-267845-2803:4c60:1::/48-Hijack-AGGREGATED,Finish Path Hijack,2803:4c60:1::/48;2803:4c60:2::/48;2803:4c60:3::/48;2803:4c60::/48;2803:4c60:4::/48;2803:4c60:5::/48;2803:4c60:6::/48;2803:4c60:7::/48;2803:4c60:8::/48;2803:4c60:9::/48,1769311923000,Finish,267845;23520,DO;US,39
27,272083,2803:5b10::/32,,2184.5501044844614,1769359878000,ARES-HIJACK-1769311875-272083-2803:5b10::/32-Hijack-AGGREGATED,Finish Path Hijack,2803:5b10::/32,1769311875000,Finish,267845;23520,DO;US,39
28,12654,84.205.64.0/24,,267.7741687951352,1769248926000,ARES-HIJACK-1769234960-12654-84.205.64.0/24-Hijack-AGGREGATED,Finish Path Hijack,84.205.64.0/24,1769234960000,Finish,12654;15562,NL;NL,12
29,7552,23.210.194.0/23,,441.1992089405332,1769221339000,ARES-HIJACK-1769219968-7552-23.210.194.0/23-Hijack-AGGREGATED,Finish Path Hijack,23.210.194.0/23,1769219968000,Finish,7552;45430,VN;TH,7
30,139057,2407:2440:f::/48,,1832.2283920145767,1769209032000,ARES-HIJACK-1769190818-139057-2407:2440:f::/48-Hijack-AGGREGATED,Finish Path Hijack,2407:2440:f::/48;156.251.68.0/24,1769190818000,Finish,10089;58453,TH;HK,32
31,7470,171.102.30.0/24,,1206.7943741360427,1769209032000,ARES-HIJACK-1769190807-7470-171.102.30.0/24-Hijack-AGGREGATED,Finish Path Hijack,171.102.30.0/24,1769190807000,Finish,10089;58453,TH;HK,21
32,9287,45.125.128.0/22,dxplace.com;ischoolme.com;nvk.co.th;hino-dealer.com;vlearn.world;goconnext.com;parade-solution.com;truevirtualworld.com;letthemseelove.com;asiantrails.travel;cdn-ads.com;adslthailand.com;greatcorner.net;truemove-h.com;sbito.co.th;truemoveh.com;portalista.com;taffgps.co.th,898.6374313808944,1769209032000,ARES-HIJACK-1769190807-9287-45.125.128.0/22-Hijack-AGGREGATED,Finish Path Hijack,45.125.128.0/22;210.86.176.0/21;103.115.132.0/22;103.76.196.0/22;119.46.96.0/23;185.54.88.0/22;45.252.52.0/22;61.91.0.0/21;61.91.12.0/22;61.91.120.0/21;61.91.80.0/23,1769190807000,Finish,10089;58453,TH;HK,14
33,268546,2804:52dc:5000::/36,,2461.7598507786197,1769185553000,ARES-HIJACK-1769181534-268546-2804:52dc:5000::/36-Hijack-AGGREGATED,Finish Path Hijack,2804:52dc:5000::/36,1769181534000,Finish,268546;262491,BR;BR,39
34,136308,103.89.233.0/24,dentaldiary.in,1031.95045737851,1769154988000,ARES-HIJACK-1769110323-136308-103.89.233.0/24-Hijack-AGGREGATED,Finish Path Hijack,103.89.233.0/24;103.89.234.0/24,1769110323000,Finish,136308;9829,IN;IN,16
35,262663,186.216.8.0/24,,1749.9828131339766,1769103139000,ARES-HIJACK-1769077098-262663-186.216.8.0/24-Hijack-AGGREGATED,Finish Path Hijack,186.216.8.0/24,1769077098000,Finish,270820;22381,BR;BR,19
36,263028,177.8.112.0/20,,641.7969592734219,1769091983000,ARES-HIJACK-1769025541-263028-177.8.112.0/20-Hijack-AGGREGATED,Finish Path Hijack,177.8.112.0/20,1769025541000,Finish,263028;262761,BR;BR,5
37,262470,177.47.197.0/24,,492.3417069360357,1769024430000,ARES-HIJACK-1769022799-262470-177.47.197.0/24-Hijack-AGGREGATED,Finish Path Hijack,177.47.197.0/24,1769022799000,Finish,264409;5405,BR;DE,10
38,262519,177.67.132.0/24,,270.71062379347285,1769024430000,ARES-HIJACK-1769022799-262519-177.67.132.0/24-Hijack-AGGREGATED,Finish Path Hijack,177.67.132.0/24,1769022799000,Finish,264409;5405,BR;DE,12
39,327885,196.249.113.0/24,,522.2706619367947,1769007962000,ARES-HIJACK-1769004320-327885-196.249.113.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.113.0/24,1769004320000,Finish,5511;37662,FR;MU,10
40,52888,186.219.92.0/22,,1270.7956112705692,1769002541000,ARES-HIJACK-1769002091-52888-186.219.92.0/22-Hijack-AGGREGATED,Finish Path Hijack,186.219.92.0/22;200.133.236.0/23;200.18.96.0/24,1769002091000,Finish,1251;52840,BR;BR,20
41,263028,177.8.112.0/20,,533.4775129535486,1769011867000,ARES-HIJACK-1768996938-263028-177.8.112.0/20-Hijack-AGGREGATED,Finish Path Hijack,177.8.112.0/20,1768996938000,Finish,263028;262761,BR;BR,5
42,45498,27.109.113.0/24,,377.9296099914418,1768994922000,ARES-HIJACK-1768986515-45498-27.109.113.0/24-Hijack-AGGREGATED,Finish Path Hijack,27.109.113.0/24,1768986515000,Finish,45498;9902,KH;KH,6
43,327885,196.249.120.0/24,,508.4626681640891,1768986086000,ARES-HIJACK-1768980178-327885-196.249.120.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.120.0/24;196.249.97.0/24,1768980178000,Finish,5511;37662,FR;MU,10
44,198381,197.220.120.0/24,,440.4534697647276,1768870275000,ARES-HIJACK-1768867365-198381-197.220.120.0/24-Hijack-AGGREGATED,Finish Path Hijack,197.220.120.0/24,1768867365000,Finish,3356;37271,US;ZA,9
45,206283,102.36.223.0/24,,506.9269433041755,1768869734000,ARES-HIJACK-1768867335-206283-102.36.223.0/24-Hijack-AGGREGATED,Finish Path Hijack,102.36.223.0/24,1768867335000,Finish,3356;37271,US;ZA,9
46,12654,84.205.67.0/24,,509.59671589502585,1768816802000,ARES-HIJACK-1768803108-12654-84.205.67.0/24-Hijack-AGGREGATED,Finish Path Hijack,84.205.67.0/24,1768803108000,Finish,12654;3333,NL;NL,6
47,198381,197.220.120.0/24,,425.2255044693343,1768777116000,ARES-HIJACK-1768775677-198381-197.220.120.0/24-Hijack-AGGREGATED,Finish Path Hijack,197.220.120.0/24,1768775677000,Finish,3356;37271,US;ZA,9
48,37019,196.201.10.0/24,,2483.0091629019257,1768719645000,ARES-HIJACK-1768712876-37019-196.201.10.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.201.10.0/24;196.201.11.0/24,1768712876000,Finish,37100;37662,MU;MU,26
49,12198,2602:f919:936::/48,,300.54449192295004,1768681703000,ARES-HIJACK-1768673490-12198-2602:f919:936::/48-Hijack-AGGREGATED,Finish Path Hijack,2602:f919:936::/48,1768673490000,Finish,12198;44324,US;US,39
50,327885,196.249.124.0/24,,1234.1511029385954,1768461113000,ARES-HIJACK-1768459313-327885-196.249.124.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.124.0/24,1768459313000,Finish,37035;327708,TZ;RW,18
51,327885,196.249.73.0/24,,278.3383520735979,1768461041000,ARES-HIJACK-1768459198-327885-196.249.73.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.73.0/24,1768459198000,Finish,37035;37133,TZ;TZ,16
52,268105,2804:5814::/32,,2703.658099708817,1768488536000,ARES-HIJACK-1768413091-268105-2804:5814::/32-Hijack-AGGREGATED,Finish Path Hijack,2804:5814::/32,1768413091000,Finish,268105;52898,BR;BR,39
53,327885,196.249.97.0/24,,482.79115473095595,1768381701000,ARES-HIJACK-1768380701-327885-196.249.97.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.97.0/24,1768380701000,Finish,5511;37662,FR;MU,9
54,327885,196.249.97.0/24,,550.0705132309919,1768360272000,ARES-HIJACK-1768337435-327885-196.249.97.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.97.0/24,1768337435000,Finish,5511;37662,FR;MU,10
55,327885,196.249.97.0/24,,475.7096166347647,1768328658000,ARES-HIJACK-1768309291-327885-196.249.97.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.97.0/24,1768309291000,Finish,5511;37662,FR;MU,9
56,9340,2404:170::/32,ina17.id,1963.108499856748,1768308623000,ARES-HIJACK-1768302021-9340-2404:170::/32-Hijack-AGGREGATED,Finish Path Hijack,2404:170::/32,1768302021000,Finish,24521;23947,ID;ID,35
57,131464,103.198.134.0/24,,1828.8864918291351,1768315614000,ARES-HIJACK-1768288289-131464-103.198.134.0/24-Hijack-AGGREGATED,Finish Path Hijack,103.198.134.0/24,1768288289000,Finish,131464;10075,BD;BD,19
58,131464,2405:f280:34::/48,,3188.7457243782533,1768288642000,ARES-HIJACK-1768287457-131464-2405:f280:34::/48-Hijack-AGGREGATED,Finish Path Hijack,2405:f280:34::/48,1768287457000,Finish,131464;10075,BD;BD,42
59,327885,196.249.105.0/24,,1492.096453568571,1768246038000,ARES-HIJACK-1768164943-327885-196.249.105.0/24-Hijack-AGGREGATED,Finish Path Hijack,196.249.105.0/24,1768164943000,Finish,37035;327708,TZ;RW,25
60,12654,84.205.64.0/24,,636.0603721087888,1768154496000,ARES-HIJACK-1768140482-12654-84.205.64.0/24-Hijack-AGGREGATED,Finish Path Hijack,84.205.64.0/24,1768140482000,Finish,12654;15562,NL;NL,26
61,51540,185.14.21.0/24,dal.net.tr,2158.8935334577727,1768156540000,ARES-HIJACK-1768132548-51540-185.14.21.0/24-Hijack-AGGREGATED,Finish Path Hijack,185.14.21.0/24,1768132548000,Finish,51540;208972,TR;TR,37
62,28669,189.28.149.0/24,,795.5694597894592,1768109451000,ARES-HIJACK-1768106722-28669-189.28.149.0/24-Hijack-AGGREGATED,Finish Path Hijack,189.28.149.0/24,1768106722000,Finish,264409;5405,BR;DE,13
63,60539,5.160.111.0/24,,2323.4239121886194,1768119468000,ARES-HIJACK-1768061332-60539-5.160.111.0/24-Hijack-AGGREGATED,Finish Path Hijack,5.160.111.0/24,1768061332000,Finish,60539;134823,HK;TW,36
64,29614,41.218.208.0/20,,306.4824938034369,1768031614000,ARES-HIJACK-1768025710-29614-41.218.208.0/20-Hijack-AGGREGATED,Finish Path Hijack,41.218.208.0/20;41.66.193.0/24,1768025710000,Finish,29614;327727,GH;UG,32
65,29614,41.218.208.0/20,,304.9713368159048,1768024412000,ARES-HIJACK-1768023946-29614-41.218.208.0/20-Hijack-AGGREGATED,Finish Path Hijack,41.218.208.0/20;41.66.193.0/24,1768023946000,Finish,29614;327727,GH;UG,40
66,37447,169.255.205.0/24,,559.3144949488111,1768023597000,ARES-HIJACK-1768013252-37447-169.255.205.0/24-Hijack-AGGREGATED,Finish Path Hijack,169.255.205.0/24,1768013252000,Finish,60171;36873,ES;NG,5
67,29614,41.66.193.0/24,,457.94462069459365,1768015509000,ARES-HIJACK-1768013216-29614-41.66.193.0/24-Hijack-AGGREGATED,Finish Path Hijack,41.66.193.0/24;41.218.208.0/20,1768013216000,Finish,29614;327727,GH;UG,40
68,976,103.101.153.0/24,,1640.1181345956554,1768129576000,ARES-HIJACK-1767988363-976-103.101.153.0/24-Hijack-AGGREGATED,Finish Path Hijack,103.101.153.0/24,1767988363000,Finish,134176;40065,HK;US,28
69,12654,84.205.76.0/24,,268.52141273702375,1767967502000,ARES-HIJACK-1767953176-12654-84.205.76.0/24-Hijack-AGGREGATED,Finish Path Hijack,84.205.76.0/24,1767953176000,Finish,12654;12779,NL;IT,8
70,26383,167.17.184.0/24,,1105.1470162317466,1767920591000,ARES-HIJACK-1767913366-26383-167.17.184.0/24-Hijack-AGGREGATED,Finish Path Hijack,167.17.184.0/24,1767913366000,Finish,5603;12713,SI;GR,12
71,198381,197.220.120.0/24,,425.2255044693343,1767915503000,ARES-HIJACK-1767912023-198381-197.220.120.0/24-Hijack-AGGREGATED,Finish Path Hijack,197.220.120.0/24,1767912023000,Finish,3356;37271,US;ZA,9
