Index,affected_asn,affected_prefix,domain,edit_distance,end_time,event_id,event_type,leak_asn,prefix_list,start_time,status,suspicious_links,suspicious_links_nation,vp_count
41,206163,185.194.172.0/24,taskayabilisim.com;tbtsunucu.com;ozgurmobilya.com;kartepeorganik.com;tbtnet.net;kitapaloku.com;obdendustri.com;mercankitap.com,307.12585842085275,1767389901000,ARES-HIJACK-1767389263-206163-185.194.172.0/24-Leak-AGGREGATED,Finish Path Leak,47288,185.194.172.0/24,1767389263000,Finish,9121;47288,TR;TR,5
42,327885,196.249.102.0/24,,1284.392345878974,1768169662000,ARES-HIJACK-1768159875-327885-196.249.102.0/24-Leak-AGGREGATED,Finish Path Leak,37133,196.249.102.0/24,1768159875000,Finish,58453;37133,HK;TZ,20
43,327885,196.249.115.0/24,,353.63160619820354,1768169475000,ARES-HIJACK-1768162043-327885-196.249.115.0/24-Leak-AGGREGATED,Finish Path Leak,327708,196.249.115.0/24,1768162043000,Finish,58453;327708,HK;RW,7
44,36908,197.250.128.0/17,vodacom.co.tz,252.59736722262969,1768235731000,ARES-HIJACK-1768214910-36908-197.250.128.0/17-Leak-AGGREGATED,Finish Path Leak,30990,197.250.128.0/17,1768214910000,Finish,9304;30990,HK;DJ,6
45,327885,196.249.105.0/24,,1242.1168368377391,1768337179000,ARES-HIJACK-1768335695-327885-196.249.105.0/24-Leak-AGGREGATED,Finish Path Leak,37133,196.249.105.0/24,1768335695000,Finish,58453;37133,HK;TZ,20
46,327885,196.249.106.0/24,,1184.5769768088282,1768451423000,ARES-HIJACK-1768336953-327885-196.249.106.0/24-Leak-AGGREGATED,Finish Path Leak,37133,196.249.106.0/24,1768336953000,Finish,58453;37133,HK;TZ,18
47,327885,196.249.105.0/24,,1236.8617587770593,1768451355000,ARES-HIJACK-1768409858-327885-196.249.105.0/24-Leak-AGGREGATED,Finish Path Leak,37133,196.249.105.0/24,1768409858000,Finish,58453;37133,HK;TZ,20
48,327885,196.249.102.0/24,,1283.8871400126457,1768562759000,ARES-HIJACK-1768416406-327885-196.249.102.0/24-Leak-AGGREGATED,Finish Path Leak,37133,196.249.102.0/24,1768416406000,Finish,58453;37133,HK;TZ,20
49,263262,200.6.143.0/24,,500.5639631961498,1768656031000,ARES-HIJACK-1768508165-263262-200.6.143.0/24-Leak-AGGREGATED,Finish Path Leak,271253,200.6.143.0/24,1768508165000,Finish,16735;271253,BR;BR,9
50,136907,83.101.58.0/23,,1641.3117572532115,1768859256000,ARES-HIJACK-1768858939-136907-83.101.58.0/23-Leak-AGGREGATED,Finish Path Leak,16637,83.101.58.0/23;83.101.48.0/21,1768858939000,Finish,30844;16637,GB;ZA,27
51,138423,121.91.63.0/24,hrsgintranet.com;hrsgssp.com;hrsgoctofy.com,810.7655857718495,1769024621000,ARES-HIJACK-1769023993-138423-121.91.63.0/24-Leak-AGGREGATED,Finish Path Leak,59257,121.91.63.0/24,1769023993000,Finish,38193;59257,PK;PK,14
52,9009,206.123.141.0/24,,358.1013395030674,1769090612000,ARES-HIJACK-1769030100-9009-206.123.141.0/24-Leak-AGGREGATED,Finish Path Leak,214941,206.123.141.0/24;45.74.7.0/24,1769030100000,Finish,174;214941,US;TR,6
53,136907,14.137.172.0/22,,1754.4758089436673,1769084624000,ARES-HIJACK-1769084332-136907-14.137.172.0/22-Leak-AGGREGATED,Finish Path Leak,16637,14.137.172.0/22,1769084332000,Finish,30844;16637,GB;ZA,27
54,54681,23.133.248.0/24,mini.moe;shinobu.cloud,1719.6938100978086,1769160591000,ARES-HIJACK-1769160278-54681-23.133.248.0/24-Leak-AGGREGATED,Finish Path Leak,151660,23.133.248.0/24,1769160278000,Finish,20473;151660,US;AU,29
55,37183,196.29.32.0/24,yoafrica.com;mango.zw;mojomula.co.zw;africaonline.co.zw,1282.4921280354927,1769164105000,ARES-HIJACK-1769163482-37183-196.29.32.0/24-Leak-AGGREGATED,Finish Path Leak,37195,196.29.32.0/24;196.29.35.0/24;196.29.36.0/24;196.29.37.0/24,1769163482000,Finish,37468;37195,AO;ZA,24
56,9009,191.96.147.0/24,,448.6400869469797,-,ARES-HIJACK-1769324099-9009-191.96.147.0/24-Leak-AGGREGATED,Ongoing Path Leak,6775,191.96.147.0/24,1769324099000,Ongoing,9009;6775,RO;CH,7
57,1921,91.237.67.0/24,,423.6452573796864,-,ARES-HIJACK-1769324156-1921-91.237.67.0/24-Leak-AGGREGATED,Ongoing Path Leak,6775,91.237.67.0/24,1769324156000,Ongoing,49544;6775,NL;CH,7
58,21245,2a03:3f00:183::/48,,343.09800160343025,-,ARES-HIJACK-1769324185-21245-2a03:3f00:183::/48-Leak-AGGREGATED,Ongoing Path Leak,6775,2a03:3f00:183::/48,1769324185000,Ongoing,13030;6775,CH;CH,7
59,21245,185.21.180.0/24,,315.70112560116,-,ARES-HIJACK-1769324159-21245-185.21.180.0/24-Leak-AGGREGATED,Ongoing Path Leak,6775,185.21.180.0/24,1769324159000,Ongoing,3302;6775,IT;CH,6
60,21245,31.3.5.0/24,vakkorama.com.tr;vakko.com;wcollection.com.tr;vakko.com.tr,833.2284853803992,-,ARES-HIJACK-1769324166-21245-31.3.5.0/24-Leak-AGGREGATED,Ongoing Path Leak,6775,31.3.5.0/24,1769324166000,Ongoing,1273;6775,BE;CH,16
61,198770,128.0.66.0/24,robo.market;enterdoor.ru;cashpo-design.ru;produktoff.kz;4mass.ru;3brothers.ru;gardendecor.ru;magazin-specodezhdy.ru;warm-on.ru;belamos.pro;carmond.ru;rockstore.ru;prof-oborud.ru;zippack.ru;xn--1-9sbj3bbge9d.xn--p1ai;sex-shop-toys.ru;countryart.ru;ballictika.ru;545design.ru;kazanfisher.ru;cargoparts.ru;eonk.ru;top-valenki.ru;akvionika.ru;garden-zoo.ru;comac-rus.ru;lovec-not.ru;morendi.ru;sebevdom.ru;arsyusha.ru;traos.ru;kameol.ru;texnikasycenkoi.ru;ortozdrav.ru;videodom.su;super01.ru;bz66.ru;progress-land.ru;compasltd.com;olbol.ru;skladigrushki.ru;chewhite.com;bumbaram.ru;olso.store;power-water.ru;internet-zapchasti.ru;arvesmarket.ru;h2oprofi.ru;odastore.ru;o-luce.ru;dubayskoe-zoloto.ru;xn--80ap4as.xn--d1acj3b;ghibli-wirbel.ru;nanojam.ru;store-filters.ru;ladysamotsvet.com;kavkazsuvenir.ru;kinash.ru;agora.kg;citymegamarket.ru;rosnoski.ru;upakui-ka.ru;draje-optom.ru;bez-dna.ru;kinini.ru;soteco.su;tros.pro;rusexpress.ru;jas-air.ru;shvedik.ru;repeynikpark.ru;honda-engines.ru;akb55.ru;kalinamag.ru;diana-sport.com;msm73.ru;sapphire.ru;akkumulyator-original.ru;mosvideopro.ru;aquario-pro.ru;bodyactiv.ru;buklit.ru;nastia-arkhangelskaya.store;citrusshop.ru;jeelex.pro;plastiktara.ru;xn----7sbabjdsmjyjdsfp.xn--p1ai;lavandadecor.ru;atk22.ru;smartimage.pro;zbfarm.info;primemedical.market;biodenas.ru;leopak.ru;xn--80aaj9acefbw3e.xn--p1ai;bravo-1.ru;cosmeticspace.ru;autoholodilniki-yug.ru;bohemika.ru;mosdvery.ru;oreh.club;pts-v.ru;tt124.ru;iwsystems.ru;dstrana.ru;auto-geo.ru;kattyartflowers.ru;olso.shop;plushkipodruzhki.ru,601.4107109559499,-,ARES-HIJACK-1769353000-198770-128.0.66.0/24-Leak-AGGREGATED,Ongoing Path Leak,51162,128.0.66.0/24;141.101.228.0/24;85.92.118.0/24,1769353000000,Ongoing,12722;51162,RU;KZ,10
62,210079,178.208.68.0/24,matras-house.ru;ntrussia.ru;mxrussia.ru;a-angel.ru;cg-metrika.ru;commax-russia.ru;tp-russia.ru;toymafia.ru;omega-personal.ru;neonnight-russia.ru;ka-russia.ru;aurorarussia.ru;carro.su;nebusfinance.ru;specpocoffe.ru;troekurov.ru;stoleshnikof.ru;converse.ru;mailer-tmt.ru;centr-postavok.com;intsg.ru;forwardrussia.ru;feron-russia.ru;xn--80avjdgm0eg.com;pkvital.ru;dahrussia.ru;lfi-shop.ru;maystore.ru;inhome-shop.ru;blatata.com;rogovskoe.ru;gauss-store.ru;exe-gate.ru;myclienty.ru;akkora22.ru;mdo.ru;kuharka.ru;artelamp-russia.ru;allknittingideas.com;pesni.net;glavpotolok.ru;dungeon.su;pantelemone.ru;filesmonster.ru;drussia.ru;stulstol.ru;maus-stroitel.ru;foncode.ru;spravo4kin.ru;sobranie-kholmsk.ru;hiwatchrussia.ru;carro.by;formatrussia.ru;vladfm.ru;merrussia.ru;mgroen.ru;medvesti.com;infometeos.com;stroyka-gid.ru;webglavmaster.ru;jungs.ru;smsik.su;dnd.su;gun-rus.ru;hotel-grandcity.ru;voshod.pro;lublino-mos.ru;oukitelmobile.ru;rentpost.ru;keeshop.ru;n-sadovniki.ru;novotech-russia.ru;gtv-russia.ru;vitamax.ru;ellinashop.ru;gv-russia.ru;etalon-bt.ru;v102.ru;thebestofrussia.ru;hatber.ru;santehnica.ru;lukianenko.ru;ladya.ru;kenotrontv.ru;stok-market.ru;xn--b1aebw4ab.xn--p1ai;gta-paradise.ru;alliance-d.ru;bizlog.ru;velobuy.ru;proezd.by;ezvizstore.ru;mnogo.pro;chto-proishodit.ru;unbat.ru;ecola-russia.ru;seovolga.ru;ippon-russia.ru;cougar-russia.ru;bistrotehnika.ru;xn--80avhbk.xn--p1ai;leaderrussia.ru;ishf.pro,628.4502970602423,-,ARES-HIJACK-1769353000-210079-178.208.68.0/24-Leak-AGGREGATED,Ongoing Path Leak,51162,178.208.68.0/24;178.208.69.0/24;178.208.70.0/24;178.208.71.0/24;185.11.246.0/23;185.12.92.0/22;185.221.154.0/24;212.8.247.0/24;91.201.40.0/22;2.56.88.0/24;46.254.16.0/23;46.254.18.0/23;46.254.20.0/23;46.254.22.0/24;46.254.23.0/24;91.218.230.0/23;95.142.36.0/24;95.142.43.0/24;95.181.225.0/24;95.181.227.0/24;95.181.228.0/24;95.181.229.0/24;95.181.231.0/24;95.183.10.0/24;95.183.14.0/24;95.183.15.0/24;95.183.8.0/23;178.57.216.0/23;178.57.218.0/23;178.57.220.0/23;178.57.222.0/23;185.105.110.0/24;185.154.55.0/24;185.22.232.0/23;185.87.195.0/24;185.87.196.0/24;185.87.197.0/24;185.87.198.0/24;217.144.100.0/24;217.144.101.0/24;217.144.96.0/24;217.144.97.0/24;217.144.99.0/24;37.143.10.0/23;37.143.12.0/23;37.143.14.0/23;37.143.8.0/23,1769353000000,Ongoing,29076;51162,RU;KZ,10
63,29226,109.73.45.0/24,russlo-edu.ru,677.1913937726855,-,ARES-HIJACK-1769353000-29226-109.73.45.0/24-Leak-AGGREGATED,Ongoing Path Leak,51162,109.73.45.0/24;212.24.115.0/24,1769353000000,Ongoing,29226;51162,RU;KZ,10
64,3175,195.128.49.0/24,kiu39.ru;whf.hockey;ivlim.ru;citytelecom.ru;zventasventana.ru;d-russia.ru;mosgorcredit.ru;caricatura.ru;e-staff.ru;investfunds.kz;cloud-ix.net;kku39.ru;datadom.su;regard.ru;mobiset.ru;websoft.ru;profiles-vkontakte.ru;datahouse.ru;tv-best.ru;datahause.ru;vkfull.ru;webtutor.ru;vishivalochka.ru;tmk-group.com;gmsclinic.ru;gmseco.ru;tvil.ru;3630542.ru;hrm.ru;kurepin.ru;filanco.net;w3m.ru;gmshospital.ru;wifi2biz.ru;gmsclinic.com;activetag.ru;tmk-group.ru;datahous.ru;internovosti.ru;xn--80aphclh0b.su;1cam.ru;xn--80ahdabkeccpk2abdfrijor6s.xn--p1ai;citytelekom.ru;qm.ru;datahause.su;transinvestperm.ru;uptime.ru;xn--80aphclh0b.net;rugby24.net;upackunion.ru;world-source.ru;datahaus.ru;tvill.ru;xn--80aaan2edjo.su;hoster-tech.ru;mspektr.ru;data-haus.ru;cititelecom.ru;datahays.ru;lp-inside.ru,303.4382435208104,-,ARES-HIJACK-1769353000-3175-195.128.49.0/24-Leak-AGGREGATED,Ongoing Path Leak,51162,195.128.49.0/24;62.152.39.0/24;83.69.248.0/23,1769353000000,Ongoing,29076;51162,RU;KZ,5
65,50214,91.198.211.0/24,,532.5569704416888,-,ARES-HIJACK-1769353000-50214-91.198.211.0/24-Leak-AGGREGATED,Ongoing Path Leak,51162,91.198.211.0/24,1769353000000,Ongoing,29076;51162,RU;KZ,10
66,8641,84.47.177.0/24,npo-nauka.ru;megaline.ru;oaonsv.ru;nsv.ru;naukapbx.ru;bioprocess.ru;tsr.ru,1118.9932828824449,-,ARES-HIJACK-1769353000-8641-84.47.177.0/24-Leak-AGGREGATED,Ongoing Path Leak,51162,84.47.177.0/24;81.26.144.0/24;81.26.150.0/24;81.26.154.0/24,1769353000000,Ongoing,8641;51162,RU;KZ,15
67,202940,147.236.108.0/23,newp.co.il,417.9733312531407,-,ARES-HIJACK-1769374889-202940-147.236.108.0/23-Leak-AGGREGATED,Ongoing Path Leak,12849,147.236.108.0/23;147.236.110.0/23;147.236.116.0/24;147.236.117.0/24;147.236.120.0/22;147.236.124.0/22;147.236.125.0/24,1769374889000,Ongoing,8551;12849,IL;IL,7
68,9255,118.201.12.0/22,,1491.239005860504,1769431447000,ARES-HIJACK-1769421557-9255-118.201.12.0/22-Leak-AGGREGATED,Finish Path Leak,4628,118.201.12.0/22;203.126.133.0/24;203.126.147.0/24,1769421557000,Finish,7473;4628,SG;SG,30
69,3491,146.222.187.0/24,,827.6247944446685,-,ARES-HIJACK-1769421772-3491-146.222.187.0/24-Leak-AGGREGATED,Ongoing Path Leak,4628,146.222.187.0/24;146.222.194.0/24,1769421772000,Ongoing,3491;4628,US;SG,13
70,3758,203.127.146.0/24,,1115.5453155862172,1769431447000,ARES-HIJACK-1769422329-3758-203.127.146.0/24-Leak-AGGREGATED,Finish Path Leak,4628,203.127.146.0/24,1769422329000,Finish,7473;4628,SG;SG,19
71,4637,202.42.212.0/24,,298.9063411811196,-,ARES-HIJACK-1769422362-4637-202.42.212.0/24-Leak-AGGREGATED,Ongoing Path Leak,4628,202.42.212.0/24,1769422362000,Ongoing,4637;4628,HK;SG,32
72,9255,203.127.3.0/24,,1441.5377082098926,1769423758000,ARES-HIJACK-1769422388-9255-203.127.3.0/24-Leak-AGGREGATED,Finish Path Leak,4628,203.127.3.0/24,1769422388000,Finish,7473;4628,SG;SG,29
73,58460,202.42.184.0/23,,807.6863155753753,1769427907000,ARES-HIJACK-1769423310-58460-202.42.184.0/23-Leak-AGGREGATED,Finish Path Leak,4628,202.42.184.0/23,1769423310000,Finish,38195;4628,AU;SG,18
74,58460,202.42.184.0/22,,747.7899738602966,-,ARES-HIJACK-1769423822-58460-202.42.184.0/22-Leak-AGGREGATED,Ongoing Path Leak,4628,202.42.184.0/22,1769423822000,Ongoing,38195;4628,AU;SG,16
75,56308,103.16.19.0/24,lesliechan.com.sg;adirectholdings.com;infinitepowersb.com;panpacific.com;smarthosting.com.sg;intellisoft.com.sg;nexusresort.com;cashsweep.my;ea-bmw.com.sg;synctechhosting.com;caed.com.sg;aflex.com.sg;csw.com.my;parkroyalhotels.com;transtar.travel;vdqmedia.com;myweb.com.my;kkhost.net,954.9681666732481,-,ARES-HIJACK-1769424099-56308-103.16.19.0/24-Leak-AGGREGATED,Ongoing Path Leak,4628,103.16.19.0/24;45.125.196.0/22,1769424099000,Ongoing,56308;4628,SG;SG,15
76,174,38.9.215.0/24,,611.2797737445301,-,ARES-HIJACK-1769434634-174-38.9.215.0/24-Leak-AGGREGATED,Ongoing Path Leak,266166,38.9.215.0/24,1769434634000,Ongoing,174;266166,US;BR,8
77,149440,142.111.15.0/24,,1906.9139028894474,-,ARES-HIJACK-1769440392-149440-142.111.15.0/24-Leak-AGGREGATED,Ongoing Path Leak,58389,142.111.15.0/24;23.27.98.0/24,1769440392000,Ongoing,47311;58389,ID;ID,31
